NUMBER,STREET,UNIT,CITY,DISTRICT,COUNTRY,REGION,POSTCODE
1220,ROGERS ST NW,,Olympia,,us,,98502
5504,44TH CT SE,,Lacey,,us,,98503
8930,QUINAULT LOOP NE,,Olympia,,us,,98516
12435,MARSHALL RD SE,,Tenino,,us,,98589
12704,MARSHALL RD SE,,Tenino,,us,,98589
5825,STEAMBOAT ISLAND RD NW,B,Olympia,,us,,98502
1205,CORA ST SE,B,Lacey,,us,,98503
4232,BAINBRIDGE CT NE,,Lacey,,us,,98516
9101,STEILACOOM RD SE,134,Olympia,,us,,98513
4311,35TH AVE SE,,Lacey,,us,,98503
16035,CASE RD SW,,Rochester,,us,,98579
8631,KIMMIE ST SW,,Tumwater,,us,,98512
4218,20TH LN NE,,Olympia,,us,,98516
9036,ELEANOR DR SE,,Tumwater,,us,,98501
3017,FIDDLEBACK ST NE,,Lacey,,us,,98516
1211,TABITHA CT NW,,Olympia,,us,,98502
15427,PRYOR LN SE,,Tenino,,us,,98589
8048,S BICENTENNIAL LOOP SE,,Olympia,,us,,98503
2627,CAPITAL MALL DR SW,2,Olympia,,us,,98502
1111,ARCHWOOD DR SW,253,Olympia,,us,,98502
4705,7TH AVE NE,,Lacey,,us,,98516
4317,CONCORDIA LN SE,,Lacey,,us,,98503
5627,INDIAN CREST LN NE,,Olympia,,us,,98516
1114,LYBARGER ST NE,,Olympia,,us,,98506
9315,TRI LAKE CT SE,,Olympia,,us,,98513
4906,KEATING RD NW,,Olympia,,us,,98502
809,GREGORY WAY SE,,Olympia,,us,,98513
2512,FIRLAND ST SW,,Tumwater,,us,,98512
4048,61ST CT SW,,Tumwater,,us,,98512
9101,STEILACOOM RD SE,68,Olympia,,us,,98513
1111,BOULEVARD RD SE,,Olympia,,us,,98501
1911,SORREL LN SE,,Olympia,,us,,98503
4007,HIGHLINE DR SE,,Olympia,,us,,98501
1230,COLLEGE ST SE,,Lacey,,us,,98503
5510,17TH AVE NE,,Olympia,,us,,98516
5027,19TH AVE SE,,Lacey,,us,,98503
4500,MARTIN WAY E,12,Olympia,,us,,98516
6624,PRAIRIE RIDGE DR NE,,Olympia,,us,,98516
7746,SWIFT LN NE,,Olympia,,us,,98516
3600,14TH AVE SE,301,Olympia,,us,,98501
7323,91ST AVE SE,,Olympia,,us,,98513
1274,BAY LOOP SW,,Tumwater,,us,,98512
11735,SCOTT CREEK DR SW,,Olympia,,us,,98512
8403,MARTIN WAY E,,Lacey,,us,,98516
2351,48TH AVE SW,,Tumwater,,us,,98512
1918,MCCORMICK ST NE,,Olympia,,us,,98506
403,NENANT ST N,,Bucoda,,us,,98530
1602,CHERRY ST SE,,Olympia,,us,,98501
1347,PEAR ST NE,,Olympia,,us,,98506
1101,ALHADEFF ST SE,,Lacey,,us,,98503
8913,29TH WAY SE,,Olympia,,us,,98513
17620,VALLEY LN SE,,Yelm,,us,,98597
7006,RADIUS LOOP SE,,Lacey,,us,,98513
1807,SPRINGFIELD PL NE,,Olympia,,us,,98506
122,LILLY RD NE,101,Olympia,,us,,98506
6510,OKLAHOMA ST SE,,Lacey,,us,,98513
1308,COLLEGE ST SE,,Lacey,,us,,98503
1417,DOGWOOD ST SE,,Lacey,,us,,98503
7938,NOBLE VIEW LN NW,,Olympia,,us,,98502
4308,5TH AVE NW,,Olympia,,us,,98502
3905,ROSSBERG ST SE,,Lacey,,us,,98503
7621,TRADITIONS AVE NE,,Lacey,,us,,98516
3215,68TH AVE SW,,Tumwater,,us,,98512
5242,BALD EAGLE LN SW,,Tumwater,,us,,98512
6035,95TH AVE SW,,Olympia,,us,,98512
1111,ARCHWOOD DR SW,400,Olympia,,us,,98502
741,HAMELIN LN SE,,Olympia,,us,,98513
2816,AVONDALE CT SE,,Olympia,,us,,98501
1000,FERN ST SW,101,Olympia,,us,,98502
413,PATTISON ST NE,10,Olympia,,us,,98506
1615,DIAMOND LOOP SE,,Lacey,,us,,98503
7713,78TH LOOP NW,,Olympia,,us,,98502
4562,BECKONRIDGE LOOP SE,,Lacey,,us,,98513
3522,GRAY CT NE,,Lacey,,us,,98516
16811,SORBUS CT SE,,Yelm,,us,,98597
6816,4TH WAY SE,,Olympia,,us,,98503
1125,12TH AVE SE,305,Olympia,,us,,98501
1000,UNION AVE SE,200,Olympia,,us,,98501
3805,14TH AVE SE,23,Lacey,,us,,98503
7348,33RD WAY NE,,Lacey,,us,,98516
1802,BLACK LAKE BLVD SW,,Olympia,,us,,98512
2008,HARRISON AVE NW,101,Olympia,,us,,98502
4416,COLE CT SE,,Olympia,,us,,98501
5532,CHELAN LN SE,,Lacey,,us,,98503
1012,N 7TH AVE SW,,Tumwater,,us,,98512
3005,32ND AVE NW,,Olympia,,us,,98502
4101,LIBBY RD NE,,Olympia,,us,,98506
7002,LAKESIDE ST SW,,Olympia,,us,,98512
2519,67TH AVE NW,,Olympia,,us,,98502
16749,LITTLEROCK RD SW,,Rochester,,us,,98579
3943,JOANIE LN NW,,Olympia,,us,,98502
3920,HOFFMAN CT SE,,Olympia,,us,,98501
18419,BUCODA HWY SE,12,Tenino,,us,,98589
9405,89TH LN SE,,Olympia,,us,,98513
6921,14TH CT SE,,Lacey,,us,,98503
835,PEAR CT NE,,Olympia,,us,,98506
1233,GADWELL CT SE,,Olympia,,us,,98513
19707,146TH AVE SE,,Yelm,,us,,98597
4722,EDGEWORTH DR SE,,Olympia,,us,,98501
1929,EAST BAY DR NE,,Olympia,,us,,98506
1230,WICKIE PL SE,,Tumwater,,us,,98501
2720,WESTWIND DR NW,,Olympia,,us,,98502
1866,CIRCLE LOOP SE,,Lacey,,us,,98503
4220,STONEGATE ST SE,,Lacey,,us,,98503
1840,BARNES BLVD SW,,Tumwater,,us,,98512
13815,166TH AVE SE,,Rainier,,us,,98576
5033,SUNRISE BEACH RD NW,,Olympia,,us,,98502
11242,BALD HILLS RD SE,,Yelm,,us,,98597
9346,MILBURN LOOP SE,,Olympia,,us,,98513
4039,26TH AVE NE,,Olympia,,us,,98506
10900,KUHLMAN RD SE,60,Olympia,,us,,98513
1010,FREDERICK ST SE,,Olympia,,us,,98501
210,RIVER RIDGE DR SE,45,Lacey,,us,,98513
7944,SPARTAN CT SE,,Olympia,,us,,98503
8430,HAWKSRIDGE DR SE,,Olympia,,us,,98513
3919,BIRKDALE LN SE,,Olympia,,us,,98501
18124,CIDER CT SW,,Rochester,,us,,98579
5211,33RD CT SE,,Lacey,,us,,98503
8673,183RD AVE SW,,Rochester,,us,,98579
3517,26TH AVE NE,,Olympia,,us,,98506
5525,20TH AVE NW,,Olympia,,us,,98502
6639,PRATHER RD SW,,Centralia,,us,,98531
3609,LANDAU AVE NE,,Olympia,,us,,98506
4500,PACIFIC AVE SE,,Lacey,,us,,98503
4701,7TH AVE SW,437,Olympia,,us,,98502
1311,SANDY LN NE,,Lacey,,us,,98516
7831,OSTRANDER CT SE,,Olympia,,us,,98501
16948,HEATHER LN SE,,Yelm,,us,,98597
18500,APRICOT ST SW,,Rochester,,us,,98579
5606,43RD CT NE,,Olympia,,us,,98516
3509,HAWTHORNE PL SE,,Tumwater,,us,,98501
22110,ZENKNER VALLEY RD SW,,Centralia,,us,,98531
18323,LOGANBERRY ST SW,,Rochester,,us,,98579
1214,20TH AVE SE,,Olympia,,us,,98501
7540,KODIAK AVE NE,,Lacey,,us,,98516
4850,BEND DR NE,,Lacey,,us,,98516
11340,WADDELL CREEK RD SW,,Olympia,,us,,98512
12200,SHADOWBROOK DR SW,,Olympia,,us,,98512
3012,HARRISON AVE NW,,Olympia,,us,,98502
1916,DIAMOND LOOP SE,,Lacey,,us,,98503
4131,FRONTIER DR SE,,Olympia,,us,,98501
3611,COUNTRY CLUB DR NW,,Olympia,,us,,98502
2403,WOODFIELD LOOP SE,,Olympia,,us,,98501
21814,CREST LN SE,,Yelm,,us,,98597
701,ALTA ST SW,301,Olympia,,us,,98502
1422,FARINA LOOP SE,,Olympia,,us,,98513
3742,GRAVELLY BEACH LOOP NW,,Olympia,,us,,98502
607,CAPITOL WAY S,,Olympia,,us,,98501
4824,ARCHER DR SE,,Olympia,,us,,98513
320,WEST BAY DR NW,,Olympia,,us,,98502
1412,THOMAS ST NW,,Olympia,,us,,98502
3700,14TH AVE SE,73,Olympia,,us,,98501
4707,BLACK LAKE BELMORE RD SW,56,Olympia,,us,,98512
4426,9TH AVE NW,,Olympia,,us,,98502
6318,61ST LOOP SE,,Lacey,,us,,98513
5213,25TH AVE SE,,Lacey,,us,,98503
333,GARFIELD AVE E,,Tenino,,us,,98589
1405,CLEARBROOK DR SE,102,Lacey,,us,,98503
5643,LEMON RD NE,,Olympia,,us,,98506
3229,SUGARLOAF ST SE,,Olympia,,us,,98501
2504,CHAMBERS LAKE LN SE,,Lacey,,us,,98503
1100,FERN ST SW,203,Olympia,,us,,98502
4844,MUCK CREEK DR SE,,Olympia,,us,,98513
7235,LIBBY RD NE,,Olympia,,us,,98506
1104,BOWEN WAY E,,Tenino,,us,,98589
12941,CAMPBELL LN SE,,Tenino,,us,,98589
1263,BAY LOOP SW,,Tumwater,,us,,98512
313,DENNIS ST SE,,Tumwater,,us,,98501
804,OLYMPIA AVE NE,6,Olympia,,us,,98506
8346,49TH LOOP SE,,Olympia,,us,,98513
217,THOMAS ST NW,,Olympia,,us,,98502
1211,STATE AVE NE,,Olympia,,us,,98506
4922,PUGET RD NE,,Olympia,,us,,98516
2634,BETHEL ST NE,,Olympia,,us,,98506
17748,DANE LN SW,,Rochester,,us,,98579
5001,COLLEGE ST SE,302,Lacey,,us,,98503
8229,BAINBRIDGE LOOP NE,,Lacey,,us,,98516
8903,JOHNSON POINT RD NE,,Olympia,,us,,98516
402,GOLF CLUB RD SE,4,Lacey,,us,,98503
1715,91ST AVE SW,,Olympia,,us,,98512
7741,HENDERSHOT ST NE,,Olympia,,us,,98516
3435,JUNO ST NE,,Lacey,,us,,98516
424,171ST AVE SE,,Tenino,,us,,98589
2836,CALAIS LN NW,,Olympia,,us,,98502
1018,CAPITOL WAY S,5E,Olympia,,us,,98501
1145,SPORTSMAN LN SE,,Olympia,,us,,98513
4012,QUAIL DR SE,,Lacey,,us,,98503
802,SHERMAN ST NW,,Olympia,,us,,98502
16924,WEAVER LN SW,,Rochester,,us,,98579
8840,LAVALIER MEADOWS LN SW,,Rochester,,us,,98579
5700,BLACK LAKE BLVD SW,75,Olympia,,us,,98512
3837,JESTER CT NW,,Olympia,,us,,98502
9121,BIG BEAR CT SE,,Olympia,,us,,98501
1027,76TH AVE NE,,Olympia,,us,,98506
4540,SCOTT RD NW,,Olympia,,us,,98502
8543,CONIFER CT SE,,Olympia,,us,,98513
11730,183RD AVE SW,,Rochester,,us,,98579
1984,RIDGEVIEW LOOP SW,,Tumwater,,us,,98512
6241,YOUNG RD NW,,Olympia,,us,,98502
2810,RUDDELL RD SE,5,Lacey,,us,,98503
14309,TILLEY RD S,,Tenino,,us,,98589
4024,CAMPUS WILLOWS LOOP NE,,Lacey,,us,,98516
5701,30TH AVE SE,6,Lacey,,us,,98503
818,BURR RD SE,4,Olympia,,us,,98501
1122,36TH AVE NE,,Olympia,,us,,98506
345,COLLEGE ST SE,,Lacey,,us,,98503
10900,KUHLMAN RD SE,5,Olympia,,us,,98513
13712,148TH AVE SE,,Yelm,,us,,98597
1508,PUGET ST NE,,Olympia,,us,,98506
1808,BUTLER CT NW,,Olympia,,us,,98502
12209,CHAMPION DR SW,,Olympia,,us,,98512
8530,STEILACOOM RD SE,21,Olympia,,us,,98513
4316,LAKEVIEW CT SE,,Lacey,,us,,98503
1717,JASMINE ST NW,,Olympia,,us,,98502
600,BLACK LAKE BLVD SW,2,Olympia,,us,,98502
8410,YELM HWY SE,,Olympia,,us,,98513
3031,MARQUETTE ST SE,,Olympia,,us,,98503
845,ROWLAND DR SE,,Olympia,,us,,98513
5736,SCHOTH ST SW,,Olympia,,us,,98512
1315,VIOLET ST SE,,Lacey,,us,,98503
6018,ILLINOIS LN SE,A,Lacey,,us,,98513
1601,SUNDROP LN SE,,Tumwater,,us,,98501
9101,STEILACOOM RD SE,195,Olympia,,us,,98513
10238,3RD ST SE,,Yelm,,us,,98597
7411,JOHNSON RD SE,,Olympia,,us,,98513
5043,ORCAS ST NE,,Lacey,,us,,98516
3144,41ST AVE NE,,Olympia,,us,,98506
526,PAMELA DR SE,,Olympia,,us,,98503
2210,BLACK LAKE BLVD SW,C,Olympia,,us,,98512
7934,MARTIN WAY E,,Olympia,,us,,98516
5705,LITTLEROCK RD SW,29,Tumwater,,us,,98512
11940,25TH AVE SE,,Olympia,,us,,98513
1308,CHESTNUT ST SE,,Olympia,,us,,98501
533,COURTSIDE ST SW,205,Olympia,,us,,98502
904,EAST BAY DR NE,201,Olympia,,us,,98506
1416,LANGRIDGE AVE NW,,Olympia,,us,,98502
4525,HANSEN LN SE,,Tenino,,us,,98589
5665,56TH LOOP SE,,Lacey,,us,,98503
1707,GEMINI ST SE,,Lacey,,us,,98503
2743,ALYSSA CT SE,,Olympia,,us,,98501
8316,49TH LOOP SE,,Olympia,,us,,98513
2723,LIBBY RD NE,,Olympia,,us,,98506
1441,WRIGHT RD SE,,Tenino,,us,,98589
4432,29TH AVE SE,,Lacey,,us,,98503
4514,TOUTLE CT SE,,Olympia,,us,,98501
15437,107TH LOOP SE,,Yelm,,us,,98597
10108,138TH AVE SE,,Rainier,,us,,98576
9621,38TH CT SE,,Olympia,,us,,98513
6201,TIGERTAIL DR SW,,Olympia,,us,,98512
5302,HAWKS PRAIRIE RD NE,,Olympia,,us,,98516
1530,WOODLAND CREEK ST NE,,Olympia,,us,,98516
9825,OVERLOOK DR NW,,Olympia,,us,,98502
2236,155TH LN SW,,Tenino,,us,,98589
7641,58TH AVE NE,,Olympia,,us,,98516
410,CAPITOL WAY N,307,Olympia,,us,,98501
2602,TRANQUIL AVE NW,,Olympia,,us,,98502
1517,CAPITOL WAY S,414,Olympia,,us,,98501
723,GRANT ST SW,,Tumwater,,us,,98512
9532,ABELIA CT SE,,Olympia,,us,,98513
17110,BALD HILLS RD SE,,Yelm,,us,,98597
4517,26TH AVE SE,,Lacey,,us,,98503
1222,MERKEL ST NE,,Olympia,,us,,98516
8823,KOSKIE CT SW,,Olympia,,us,,98512
5321,37TH AVE SE,,Lacey,,us,,98503
1647,SUNDROP LN SE,,Tumwater,,us,,98501
2411,SWECKER AVE SE,,Olympia,,us,,98501
2106,HARRISON AVE NW,12,Olympia,,us,,98502
6024,ELM ST SE,,Tumwater,,us,,98501
4310,77TH AVE SW,,Olympia,,us,,98512
2249,LAKEMOOR DR SW,,Olympia,,us,,98512
5006,TRI LAKE DR SE,,Olympia,,us,,98513
17500,PLEASANT BEACH DR SE,,Yelm,,us,,98597
2105,STATE AVE NE,1,Olympia,,us,,98506
9031,176TH AVE SW,B,Rochester,,us,,98579
8514,MCKENNY LN SW,,Olympia,,us,,98512
3200,CAPITAL MALL DR SW,302,Olympia,,us,,98502
306,DUTERROW RD SE,,Olympia,,us,,98513
3113,BRENTWOOD DR SE,,Lacey,,us,,98503
14024,MORRIS RD SE,,Yelm,,us,,98597
236,143RD AVE SE,,Tenino,,us,,98589
15402,94TH AVE SE,,Yelm,,us,,98597
6907,FOSTER DR SW,,Tumwater,,us,,98512
4939,NORMANDY DR SE,,Olympia,,us,,98501
4135,41ST LOOP SE,,Olympia,,us,,98501
4922,PUGET RD NE,617,Olympia,,us,,98516
7130,RICH RD SE,,Olympia,,us,,98501
5510,64TH CT SE,,Olympia,,us,,98513
18220,RAMPART DR SE,,Yelm,,us,,98597
7938,6TH AVE SE,,Olympia,,us,,98503
5202,STADIUM LN SE,106,Olympia,,us,,98501
12341,48TH AVE SE,106,Olympia,,us,,98513
21831,LEE RD SW,,Centralia,,us,,98531
2007,CAMBRIDGE LN SW,,Olympia,,us,,98512
4625,45TH AVE SE,4,Lacey,,us,,98503
2404,COOPER CREST PL NW,,Olympia,,us,,98502
3805,14TH AVE SE,8,Lacey,,us,,98503
505,73RD WAY NE,,Olympia,,us,,98506
15511,RAINIER VIEW DR SE,,Yelm,,us,,98597
501,FRANZ ANDERSON RD SE,209,Olympia,,us,,98501
5013,66TH AVE SE,,Lacey,,us,,98513
1405,EAST BAY DR NE,,Olympia,,us,,98506
3715,OAKWOOD ST SE,,Olympia,,us,,98513
5615,110TH AVE SW,,Olympia,,us,,98512
3600,14TH AVE SE,103,Olympia,,us,,98501
16309,WOODBROOK LN SE,,Rainier,,us,,98576
505,DIVISION ST NW,60,Olympia,,us,,98502
8528,LAKE FOREST DR SE,,Olympia,,us,,98503
512,ROGERS ST NW,,Olympia,,us,,98502
5510,45TH AVE SE,B,Lacey,,us,,98503
17038,LINDEN CT SE,,Yelm,,us,,98597
363,SCHOOL ST SE,3,Olympia,,us,,98503
1025,NEIL ST NE,29,Olympia,,us,,98516
9551,YELM HWY SE,,Olympia,,us,,98513
1718,ELIZABETH ST SE,D,Olympia,,us,,98501
7727,RUSHMORE AVE NE,,Lacey,,us,,98516
2914,ANNA ST NE,,Lacey,,us,,98516
701,ALTA ST SW,306,Olympia,,us,,98502
7749,20TH LN SE,,Olympia,,us,,98503
249,142ND AVE SW,,Tenino,,us,,98589
